1079.188	1441.00
1080.713	1448.00
1082.238	1449.00
1083.763	1450.00
1085.288	1443.00
1086.813	1448.00
1088.338	1462.00
1089.864	1460.00
1091.389	1447.00
1092.915	1432.00
1094.440	1431.00
1095.965	1447.00
1097.491	1457.00
1099.017	1450.00
1100.543	1448.00
1102.068	1457.00
1103.594	1458.00
1105.120	1453.00
1106.646	1456.00
1108.172	1453.00
1109.698	1436.00
1111.225	1429.00
1112.751	1437.00
1114.277	1445.00
1115.804	1445.00
1117.330	1449.00
1118.857	1459.00
1120.383	1458.00
1121.910	1446.00
1123.437	1437.00
1124.964	1434.00
1126.490	1437.00
1128.017	1452.00
1129.544	1465.00
1131.071	1460.00
1132.599	1451.00
1134.126	1451.00
1135.653	1458.00
1137.180	1457.00
1138.708	1452.00
1140.235	1453.00
1141.763	1454.00
1143.290	1464.00
1144.818	1473.00
1146.346	1460.00
1147.873	1446.00
1149.401	1453.00
1150.929	1460.00
1152.457	1456.00
1153.985	1463.00
1155.513	1474.00
1157.042	1463.00
1158.570	1446.00
1160.098	1449.00
1161.626	1459.00
1163.155	1467.00
1164.683	1468.00
1166.212	1455.00
1167.740	1434.00
1169.269	1431.00
1170.798	1445.00
1172.327	1447.00
1173.856	1438.00
1175.385	1443.00
1176.913	1461.00
1178.443	1483.00
1179.972	1504.00
1181.501	1499.00
1183.030	1473.00
1184.559	1457.00
1186.089	1454.00
1187.618	1456.00
1189.148	1450.00
1190.677	1441.00
1192.207	1440.00
1193.736	1454.00
1195.266	1468.00
1196.796	1463.00
1198.326	1442.00
1199.856	1431.00
1201.386	1442.00
1202.916	1461.00
1204.446	1461.00
1205.976	1444.00
1207.506	1431.00
1209.036	1432.00
1210.567	1439.00
1212.097	1447.00
1213.628	1451.00
1215.158	1451.00
1216.689	1448.00
1218.220	1450.00
1219.750	1459.00
1221.281	1455.00
1222.812	1439.00
1224.343	1434.00
1225.874	1441.00
1227.405	1451.00
1228.936	1458.00
1230.467	1452.00
1231.998	1444.00
1233.529	1441.00
1235.061	1437.00
1236.592	1439.00
1238.123	1451.00
1239.655	1449.00
1241.187	1434.00
1242.718	1425.00
1244.250	1430.00
1245.781	1454.00
1247.313	1479.00
1248.845	1480.00
1250.377	1467.00
1251.909	1466.00
1253.441	1470.00
1254.973	1466.00
1256.505	1457.00
1258.037	1443.00
1259.569	1434.00
1261.102	1446.00
1262.634	1457.00
1264.167	1449.00
1265.699	1443.00
1267.232	1439.00
1268.764	1429.00
1270.297	1434.00
1271.829	1462.00
1273.362	1467.00
1274.895	1450.00
1276.428	1446.00
1277.961	1456.00
1279.494	1464.00
1281.027	1463.00
1282.560	1449.00
1284.093	1427.00
1285.626	1413.00
1287.160	1416.00
1288.693	1427.00
1290.226	1434.00
1291.760	1436.00
1293.293	1447.00
1294.827	1450.00
1296.360	1446.00
1297.894	1452.00
1299.428	1453.00
1300.961	1448.00
1302.495	1446.00
1304.029	1444.00
1305.563	1446.00
1307.097	1448.00
1308.631	1449.00
1310.165	1450.00
1311.699	1448.00
1313.234	1449.00
1314.768	1445.00
1316.302	1435.00
1317.837	1428.00
1319.371	1437.00
1320.906	1453.00
1322.440	1452.00
1323.975	1438.00
1325.509	1429.00
1327.044	1437.00
1328.578	1457.00
1330.113	1464.00
1331.648	1457.00
1333.183	1452.00
1334.718	1452.00
1336.253	1454.00
1337.788	1462.00
1339.323	1465.00
1340.859	1451.00
1342.394	1436.00
1343.929	1438.00
1345.464	1445.00
1347.000	1439.00
1348.535	1424.00
1350.071	1415.00
1351.606	1422.00
1353.142	1441.00
1354.677	1456.00
1356.213	1460.00
1357.749	1453.00
1359.285	1445.00
1360.821	1445.00
1362.357	1456.00
1363.892	1459.00
1365.429	1439.00
1366.965	1419.00
1368.501	1422.00
1370.037	1437.00
1371.573	1447.00
1373.109	1447.00
1374.646	1447.00
1376.182	1451.00
1377.718	1451.00
1379.255	1443.00
1380.792	1432.00
1382.328	1429.00
1383.865	1434.00
1385.401	1431.00
1386.938	1434.00
1388.475	1445.00
1390.012	1448.00
1391.548	1455.00
1393.085	1472.00
1394.622	1467.00
1396.160	1446.00
1397.697	1441.00
1399.234	1442.00
1400.771	1434.00
1402.308	1424.00
1403.845	1427.00
1405.383	1440.00
1406.920	1441.00
1408.457	1432.00
1409.995	1434.00
1411.532	1442.00
1413.070	1442.00
1414.608	1431.00
1416.145	1424.00
1417.683	1426.00
1419.221	1435.00
1420.758	1451.00
1422.296	1467.00
1423.834	1470.00
1425.372	1458.00
1426.910	1445.00
1428.448	1444.00
1429.986	1454.00
1431.525	1461.00
1433.063	1458.00
1434.601	1450.00
1436.139	1448.00
1437.677	1445.00
1439.216	1424.00
1440.754	1413.00
1442.293	1417.00
1443.831	1416.00
1445.370	1422.00
1446.909	1436.00
1448.447	1440.00
1449.986	1437.00
1451.525	1433.00
1453.063	1436.00
1454.602	1450.00
1456.141	1462.00
1457.680	1461.00
1459.219	1451.00
1460.758	1439.00
1462.297	1434.00
1463.836	1436.00
1465.376	1438.00
1466.915	1443.00
1468.454	1438.00
1469.993	1426.00
1471.533	1431.00
1473.072	1448.00
1474.612	1446.00
1476.151	1428.00
1477.690	1421.00
1479.230	1425.00
1480.770	1432.00
1482.309	1437.00
1483.849	1440.00
1485.389	1440.00
1486.929	1439.00
1488.469	1441.00
1490.008	1443.00
1491.548	1442.00
1493.088	1436.00
1494.628	1431.00
1496.168	1436.00
1497.708	1445.00
1499.249	1447.00
1500.789	1438.00
1502.329	1426.00
1503.869	1432.00
1505.410	1448.00
1506.950	1448.00
1508.490	1431.00
1510.031	1420.00
1511.571	1422.00
1513.112	1431.00
1514.653	1444.00
1516.193	1448.00
1517.734	1434.00
1519.275	1421.00
1520.815	1428.00
1522.356	1446.00
1523.897	1453.00
1525.438	1443.00
1526.979	1438.00
1528.520	1444.00
1530.061	1446.00
1531.602	1444.00
1533.143	1432.00
1534.684	1411.00
1536.225	1405.00
1537.766	1425.00
1539.308	1450.00
1540.849	1456.00
1542.390	1452.00
1543.932	1444.00
1545.473	1434.00
1547.015	1438.00
1548.556	1454.00
1550.098	1457.00
1551.639	1433.00
1553.181	1402.00
1554.723	1406.00
1556.264	1436.00
1557.806	1451.00
1559.348	1439.00
1560.890	1423.00
1562.432	1431.00
1563.973	1450.00
1565.515	1450.00
1567.057	1436.00
1568.599	1433.00
1570.141	1443.00
1571.683	1453.00
1573.226	1460.00
1574.768	1471.00
1576.310	1462.00
1577.852	1435.00
1579.395	1428.00
1580.937	1441.00
1582.479	1440.00
1584.022	1422.00
1585.564	1417.00
1587.107	1433.00
1588.649	1448.00
1590.192	1456.00
1591.734	1457.00
1593.277	1452.00
1594.820	1444.00
1596.362	1447.00
1597.905	1453.00
1599.448	1446.00
1600.991	1434.00
1602.534	1423.00
1604.077	1426.00
1605.620	1446.00
1607.163	1455.00
1608.706	1443.00
1610.249	1425.00
1611.792	1419.00
1613.335	1427.00
1614.878	1437.00
1616.421	1440.00
1617.965	1441.00
1619.508	1442.00
1621.051	1445.00
1622.594	1444.00
1624.138	1437.00
1625.681	1427.00
1627.225	1425.00
1628.768	1431.00
1630.312	1428.00
1631.855	1420.00
1633.399	1426.00
1634.943	1438.00
1636.486	1439.00
1638.030	1439.00
1639.574	1443.00
1641.118	1438.00
1642.661	1426.00
1644.205	1419.00
1645.749	1420.00
1647.293	1431.00
1648.837	1456.00
1650.381	1478.00
1651.925	1478.00
1653.469	1467.00
1655.013	1466.00
1656.557	1464.00
1658.102	1440.00
1659.646	1409.00
1661.190	1399.00
1662.734	1414.00
1664.279	1429.00
1665.823	1438.00
1667.367	1438.00
1668.912	1424.00
1670.456	1411.00
1672.001	1413.00
1673.545	1428.00
1675.090	1426.00
1677.545	1428.00
1678.090	1430.00
